Name,Option,Torque(Nm),Engine/Zylinder,Displacement(cm3),Fuel Consumption(l/100 km),CO2 Emissions(g/km),Price(euro)
GLE Coupé,GLE 350 de 4MATIC,750,Diesel/R4,1993,"0,8 - 0,7","20,0 - 16,0",102190
